parasite_load	None	None	Moderate	Moderate	None	Moderate	Moderate	Moderate	Low	Low	None	None	Moderate	Low	None	Low	Low	Low	None	Low	Moderate	None	Low	Moderate	Low	Moderate	Low	None	Moderate	Low	Low	Low	Moderate	Moderate	Low	Moderate	Low	None	Low	None	None	None	Low	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Low	Moderate	None	Low	Moderate	Moderate	Low	None	Moderate	Moderate	Moderate	Moderate	Moderate	Low	Moderate	Moderate	Low	Moderate	Moderate	Moderate	Low	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Low	None	Moderate	None	Low	None	Moderate	None	Moderate	Moderate	Moderate	Low	Moderate	Moderate	Low	None	None	None	Low	Low	None	None	Low	Low	Low	Low	Low	Moderate
subject_id	AGMB1	AGMB2	AGMB3	AGMB4	AGMB5	AGMB6	AGMB7	FRCMB1	FRCMB2	FRCMB3	FRCMB4	FRCMB5	G12MB1	G12MB10	G12MB11	G12MB13	G12MB14	G12MB16	G12MB17	G12MB2	G12MB3	G12MB4	G12MB5	G12MB6	G12MB7	G12MB8	G12MB9	G2MB1	G2MB10	G2MB11	G2MB12	G2MB13	G2MB14	G2MB15	G2MB2	G2MB3	G2MB4	G2MB6	G2MB7	G2MB8	G2MB9	LFGMB1	LSGMB1	LSGMB10	LSGMB11	LSGMB13	LSGMB14	LSGMB15	LSGMB16	LSGMB17	LSGMB19	LSGMB20	RSGMB1	RSGMB3	RSGMB4	RSGMB5	RSGMB6	RSGMB7	UNKGMB10	UNKGMB11	UNKGMB12	UNKGMB13	UNKGMB14	UNKGMB15	UNKGMB17	UNKGMB18	UNKGMB19	UNKGMB20	UNKGMB21	UNKGMB22	UNKGMB23	UNKGMB24	UNKGMB25	UNKGMB26	UNKGMB27	UNKGMB28	UNKGMB29	UNKGMB30	UNKGMB33	UNKGMB34	UNKGMB35	UNKGMB36	UNKGMB37	UNKGMB38	UNKGMB4	UNKGMB5	UNKGMB6	UNKGMB7	UNKGMB8	UNKGMB9	URGMB1	URGMB10	URGMB11	URGMB12	URGMB13	URGMB14	URGMB2	URGMB3	URGMB4	URGMB5	URGMB6	URGMB7	URGMB8	URGMB9
k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhizobiales.f__Hyphomicrobiaceae.g__Devosia	-1.37335889	-1.47973567	-1.44182822	-1.40054638	-1.30846003	-1.30230721	-1.3031087	-1.17531117	-0.92735919	-0.39622769	-0.87477051	-1.33792241	-0.75421893	-0.10217819	-1.27680541	-0.68509052	-1.35246633	-1.21546826	-0.68714592	-1.3980065	-1.27452605	-1.24045973	-0.88652133	-0.79806487	-1.17551284	-1.37331639	0.1093292	-1.2576732	1.15761947	-0.92032496	-1.29921509	0.10346483	1.4118512	-0.65412118	-1.22018331	-0.03354758	-1.26124323	-1.30374333	1.35023137	-1.47417	0.89415318	-0.75073204	-1.4632791	-1.6503841	-1.45782059	-1.65952137	-1.38759769	-1.40034627	-1.45567698	-1.45677265	-1.51463886	-1.50335995	-1.53297912	-1.55440995	-1.3942466	-1.46507553	-1.37187831	-1.37151528	-1.30179305	-1.28129353	-1.56810868	-1.44851555	-1.58090365	-1.47653276	-1.55025701	-1.46288528	-1.47811769	-1.3968404	-1.47767338	-1.502313	-1.39391961	-1.33152734	-1.41471091	-1.26273621	-1.41852679	-1.35582331	-1.28593422	-1.53171075	-1.35046995	-1.35438055	-1.45743154	-1.40964044	-1.60222542	-1.3095832	-1.48403086	-1.44156652	-1.45205663	-1.49409722	-1.48345299	-1.29380915	-1.19065153	-1.23296201	-1.31093567	-1.17753038	-1.33148322	-1.22017556	-1.25923655	-1.2470282	-1.27794426	-1.33849044	-1.36598943	-0.58035591	-1.18226547	-1.16745335
k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhizobiales.f__Hyphomicrobiaceae.g__Pedomicrobium	-1.3733589	-1.4797357	-1.4418282	-1.4005464	-1.30846	-1.3023072	-1.3031087	-1.1753112	-0.9273592	-1.0870415	-0.8747705	-1.3379224	-1.4460849	-1.4873691	-1.2768054	-1.3770746	-0.6602745	-1.2154683	-1.3788431	-1.3980065	-1.2745261	-1.2404597	-1.5785576	-1.4898479	-1.1755128	-1.3733164	-1.2750754	-1.2576732	-0.9218221	-1.6123478	-1.2992151	-0.9951475	-1.919451	-1.3457614	-1.2201833	-1.418683	-1.2612432	-1.3037433	0.2516191	-1.47417	-1.051757	-1.4431439	-1.4632791	-1.6503841	-1.4578206	-1.6595214	-1.3875977	-1.4003463	-1.455677	-1.4567727	-1.5146389	-1.5033599	-1.5329791	-1.55441	-1.3942466	-1.4650755	-1.3718783	-1.3715153	-1.301793	-1.2812935	-1.5681087	-1.4485156	-1.5809037	-1.4765328	-1.550257	-1.4628853	-1.4781177	-1.3968404	-1.4776734	-1.502313	-1.3939196	-1.3315273	-1.4147109	-1.2627362	-1.4185268	-1.3558233	-1.2859342	-1.5317107	-1.35047	-1.3543806	-1.4574315	-1.4096404	-1.6022254	-1.3095832	-1.4840309	-1.4415665	-1.4520566	-1.4940972	-1.483453	-1.2938091	-1.1906515	-1.232962	-0.6192429	-1.1775304	-1.3314832	-1.2201756	-1.2592366	-1.2470282	-1.2779443	-1.3384904	-1.3659894	-1.2719054	-1.1822655	-1.1674534
k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhizobiales.f__Hyphomicrobiaceae.g__Rhodoplanes	-1.37335889	-1.47973567	-1.44182822	-1.40054638	-0.61650346	-1.30230721	-1.3031087	-1.17531117	-0.92735919	-1.08704151	-0.87477051	-1.33792241	-1.44608486	-1.48736912	-1.27680541	-1.37707463	-1.35246633	-1.21546826	-1.37884309	-1.3980065	-1.27452605	-1.24045973	-1.5785576	-1.48984788	-1.17551284	-1.37331639	-1.27507539	-1.2576732	-0.22867489	-1.6123478	-1.29921509	-0.30200028	-0.12859384	-1.3457614	-1.22018331	-1.41868298	-1.26124323	-1.30374333	1.16790981	-0.08911381	-1.74398181	-1.44314392	-1.4632791	-1.6503841	-0.76539046	-1.65952137	-1.38759769	-1.40034627	-1.45567698	-1.45677265	-1.51463886	-1.50335995	-1.53297912	-1.55440995	-1.3942466	-1.46507553	-1.37187831	-1.37151528	-1.30179305	-1.28129353	-1.56810868	-1.44851555	-1.58090365	-0.7842005	-1.55025701	-1.46288528	-1.47811769	-1.3968404	-1.47767338	-1.502313	-1.39391961	-0.63942453	-1.41471091	-1.26273621	-1.41852679	-1.35582331	-1.28593422	-1.53171075	-1.35046995	-1.35438055	-1.45743154	-1.40964044	-0.90977773	-1.3095832	-1.48403086	-1.44156652	-1.45205663	-1.49409722	-1.48345299	-1.29380915	-0.49905967	-1.23296201	-0.61924287	-1.17753038	-1.33148322	-1.22017556	-1.25923655	-1.2470282	-1.27794426	-1.33849044	-1.36598943	-1.27190544	-0.49061232	-1.16745335
k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhizobiales.f__Methylobacteriaceae.g__	-0.6814631	-1.4797357	-1.4418282	-1.4005464	-1.30846	-1.3023072	-1.3031087	-0.4833138	-0.9273592	-1.0870415	-0.8747705	-1.3379224	-1.4460849	-0.7953254	-1.2768054	-1.3770746	-1.3524663	-1.2154683	-1.3788431	-1.3980065	-1.2745261	-1.2404597	-1.5785576	0.3005474	-1.1755128	-1.3733164	-1.2750754	-1.2576732	-0.9218221	-0.920325	-1.2992151	-1.6873738	1.2577005	-0.6541212	-1.2201833	-1.418683	-1.2612432	-1.3037433	-0.036063	-1.47417	-0.3586098	-1.4431439	-1.4632791	-0.9580498	-1.4578206	-1.6595214	-1.3875977	-1.4003463	-1.455677	-1.4567727	-1.5146389	-1.5033599	-1.5329791	-1.55441	-1.3942466	-1.4650755	-1.3718783	-1.3715153	-1.301793	-1.2812935	-1.5681087	-1.4485156	-1.5809037	-1.4765328	-1.550257	-1.4628853	-1.4781177	-1.3968404	-1.4776734	-1.502313	-1.3939196	-1.3315273	-1.4147109	-1.2627362	-1.4185268	-1.3558233	-1.2859342	-1.5317107	-1.35047	-1.3543806	-1.4574315	-1.4096404	-1.6022254	-1.3095832	-1.4840309	-1.4415665	-1.4520566	-1.4940972	-1.483453	-1.2938091	-1.1906515	-1.232962	-1.3109357	-1.1775304	-1.3314832	-1.2201756	-1.2592366	-1.2470282	-0.5862577	-1.3384904	-1.3659894	-1.2719054	-1.1822655	-1.1674534
k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhizobiales.f__Methylobacteriaceae.g__Methylobacterium	-0.68146312	-1.47973567	-1.44182822	-0.70861583	-0.61650346	-0.61038235	-1.3031087	-1.17531117	-0.92735919	-1.08704151	-0.87477051	-1.33792241	1.03754054	-0.79532537	-0.58508576	-1.37707463	-1.35246633	-1.21546826	-1.37884309	-0.70613897	-1.27452605	-1.24045973	-1.5785576	-1.48984788	-1.17551284	-1.37331639	-1.27507539	-1.2576732	0.8699374	-1.6123478	-1.29921509	-0.99514746	0.15908823	-0.65412118	-1.22018331	-1.41868298	-1.26124323	-0.61229869	0.65708418	-1.47417	-0.35860979	-1.44314392	-1.4632791	-1.6503841	-1.45782059	-1.65952137	-1.38759769	-1.40034627	-1.45567698	-1.45677265	-1.51463886	-1.50335995	-1.53297912	-1.55440995	-1.3942466	-1.46507553	-1.37187831	-1.37151528	-1.30179305	-1.28129353	-1.56810868	-1.44851555	-1.58090365	-1.47653276	-1.55025701	-0.07746025	-1.47811769	-1.3968404	-1.47767338	-1.502313	-1.39391961	-1.33152734	-1.41471091	-1.26273621	-1.41852679	-1.35582331	-1.28593422	-1.53171075	-1.35046995	-0.66215129	-1.45743154	-1.40964044	-1.60222542	-1.3095832	-1.48403086	-1.44156652	-1.45205663	-1.49409722	-1.48345299	-1.29380915	-1.19065153	-1.23296201	-1.31093567	-1.17753038	-1.33148322	-1.22017556	-1.25923655	-1.2470282	-0.58625775	-1.33849044	-1.36598943	-1.27190544	-1.18226547	-1.16745335
k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhizobiales.f__Methylocystaceae.g__	0.417149166	-1.479735665	-0.749936535	-1.400546384	-1.308460028	-1.302307211	-1.303108702	-1.175311168	-0.927359192	-1.087041515	-0.874770511	-1.337922409	0.344393363	-1.487369116	-0.585085762	0.008056664	-1.352466334	-1.215468264	-1.378843091	-1.398006495	-0.582421659	-1.240459735	-1.578557604	-1.489847885	-1.175512843	-0.681590006	-1.275075395	-1.2576732	-0.921822067	-1.612347801	0.085740287	-1.687373764	-1.919451011	-1.345761404	-1.220183307	-0.033547578	-1.261243235	-1.303743327	-1.826949638	-1.474169997	-1.051756974	-1.44314392	-1.4632791	-1.650384098	-1.457820586	-1.659521367	-1.38759769	-1.400346265	-1.455676984	-1.456772652	-1.514638863	-1.50335995	-1.532979125	-1.554409953	-1.394246605	-1.46507553	-1.371878313	-1.371515284	-1.301793047	-1.281293532	-1.568108675	-1.448515552	-1.58090365	-1.476532765	-1.550257009	-1.462885284	-1.478117689	-1.396840401	-1.477673376	-1.502313	-1.393919615	-1.331527344	-1.414710915	-1.26273621	-1.41852679	-1.355823313	-1.285934224	-1.531710747	-1.350469952	-1.354380554	-1.457431542	-1.409640436	-1.602225421	-1.309583202	-1.484030864	-1.441566516	-1.452056634	-1.494097224	-1.483452991	-1.29380915	-1.190651526	-1.232962009	-1.310935666	-1.177530375	-1.331483215	-1.220175561	-1.259236554	-1.247028198	-1.277944256	-1.338490438	-1.365989429	-1.27190544	-1.182265467	-1.167453355
k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhizobiales.f__Phyllobacteriaceae.g__	-1.3733589	-1.4797357	-1.4418282	-1.4005464	-1.30846	-1.3023072	-1.3031087	-1.1753112	-0.9273592	-1.0870415	-0.8747705	-1.3379224	-1.4460849	-1.4873691	-1.2768054	-1.3770746	-1.3524663	-1.2154683	-1.3788431	-1.3980065	-1.2745261	-1.2404597	-1.5785576	-1.4898479	-1.1755128	-1.3733164	-1.2750754	-1.2576732	-0.9218221	-0.920325	-1.2992151	-0.3020003	-1.2272061	-0.6541212	-1.2201833	-1.418683	-1.2612432	-1.3037433	-0.036063	-1.47417	-1.7439818	-1.4431439	-1.4632791	-1.6503841	-1.4578206	-1.6595214	-1.3875977	-1.4003463	-1.455677	-1.4567727	-1.5146389	-1.5033599	-1.5329791	-1.55441	-1.3942466	-1.4650755	-1.3718783	-1.3715153	-1.301793	-1.2812935	-1.5681087	-1.4485156	-1.5809037	-1.4765328	-1.550257	-1.4628853	-1.4781177	-1.3968404	-1.4776734	-1.502313	-1.3939196	-1.3315273	-1.4147109	-1.2627362	-1.4185268	-1.3558233	-1.2859342	-1.5317107	-1.35047	-1.3543806	-1.4574315	-1.4096404	-1.6022254	-1.3095832	-1.4840309	-1.4415665	-1.4520566	-1.4940972	-1.483453	-1.2938091	-1.1906515	-1.232962	-0.6192429	-1.1775304	-1.3314832	-1.2201756	-1.2592366	-1.2470282	-1.2779443	-1.3384904	-1.3659894	-1.2719054	-1.1822655	-1.1674534
k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhizobiales.f__Rhizobiaceae.g__	-1.3733589	-1.4797357	-1.4418282	-1.4005464	-1.30846	-1.3023072	-1.3031087	-1.1753112	-0.9273592	-1.0870415	-0.8747705	-1.3379224	-1.4460849	-1.4873691	-1.2768054	-1.3770746	-1.3524663	-1.2154683	-1.3788431	-1.3980065	-1.2745261	0.144741	-1.5785576	-1.4898479	-1.1755128	-1.3733164	-1.2750754	-1.2576732	-1.6140384	-0.920325	-1.2992151	0.1034648	-1.2272061	-0.6541212	-1.2201833	-1.418683	-1.2612432	-1.3037433	0.8112349	-1.47417	-1.051757	-1.4431439	-1.4632791	-1.6503841	-1.4578206	-1.6595214	-1.3875977	-1.4003463	-1.455677	-1.4567727	-1.5146389	-1.5033599	-1.5329791	-1.55441	-1.3942466	-1.4650755	-1.3718783	-1.3715153	-1.301793	-1.2812935	-1.5681087	-1.4485156	-1.5809037	-1.4765328	-1.550257	-1.4628853	-1.4781177	-1.3968404	-1.4776734	-1.502313	-1.3939196	-1.3315273	-1.4147109	-1.2627362	-1.4185268	-1.3558233	-1.2859342	-1.5317107	-1.35047	-1.3543806	-1.4574315	-1.4096404	-0.2166305	-1.3095832	-1.4840309	-1.4415665	-1.4520566	-1.4940972	-1.483453	-1.2938091	-1.1906515	-1.232962	-1.3109357	-1.1775304	-1.3314832	-1.2201756	-1.2592366	-1.2470282	-1.2779443	-1.3384904	-1.3659894	-1.2719054	-1.1822655	-1.1674534
k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhizobiales.f__Rhizobiaceae.g__Agrobacterium	-1.37335889	-1.47973567	-1.44182822	-1.40054638	-1.30846003	-1.30230721	-1.3031087	-1.17531117	-0.92735919	-1.08704151	-0.87477051	-1.33792241	-0.06107175	-1.48736912	-1.27680541	-1.37707463	-1.35246633	-1.21546826	-1.37884309	-1.3980065	-1.27452605	-1.24045973	-1.5785576	-1.48984788	-1.17551284	-0.68159001	-1.27507539	-1.2576732	1.15761947	-1.6123478	-1.29921509	-0.30200028	0.15908823	-1.3457614	-1.22018331	-0.72669476	-1.26124323	-1.30374333	1.26321999	-0.78226099	0.04685532	-1.44314392	-1.4632791	-1.6503841	-1.45782059	-1.65952137	-1.38759769	-1.40034627	-1.45567698	-1.45677265	-1.51463886	-1.50335995	-1.53297912	-1.55440995	-1.3942466	-1.46507553	-1.37187831	0.01386458	-1.30179305	-1.28129353	0.22295845	-1.44851555	-1.58090365	-1.47653276	-1.55025701	-1.46288528	-1.47811769	-1.3968404	-1.47767338	-1.502313	-1.39391961	-1.33152734	-1.41471091	-1.26273621	-1.41852679	-1.35582331	-1.28593422	-1.53171075	-1.35046995	-1.35438055	-1.45743154	-1.40964044	-1.60222542	-1.3095832	-0.09857968	-1.44156652	-1.45205663	-1.49409722	-1.48345299	-1.29380915	-1.19065153	-1.23296201	-0.61924287	-1.17753038	-0.63970301	-1.22017556	-1.25923655	-1.2470282	-0.58625775	-1.33849044	-1.36598943	-1.27190544	-1.18226547	-1.16745335
k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhizobiales.f__Rhizobiaceae.g__Rhizobium	-1.3733589	-1.4797357	-1.4418282	-1.4005464	-1.30846	-1.3023072	-1.3031087	-1.1753112	-0.9273592	-1.0870415	-0.8747705	-1.3379224	-1.4460849	-1.4873691	-1.2768054	-1.3770746	-1.3524663	-1.2154683	-1.3788431	-1.3980065	-1.2745261	-1.2404597	-0.8865213	-0.7980649	-1.1755128	-1.3733164	-1.2750754	-1.2576732	0.1767902	-0.920325	-1.2992151	-0.9951475	-0.1285938	0.039026	-1.2201833	-1.418683	-1.2612432	-1.3037433	-1.1346753	0.6040334	0.3345374	-1.4431439	-1.4632791	-1.6503841	-1.4578206	-1.6595214	-1.3875977	-1.4003463	-1.455677	-1.4567727	-1.5146389	-1.5033599	-1.5329791	-1.55441	-1.3942466	-1.4650755	-1.3718783	-0.6792826	-1.301793	-1.2812935	-1.5681087	-1.4485156	-1.5809037	-0.7842005	-1.550257	-1.4628853	-1.4781177	-1.3968404	-1.4776734	-1.502313	-1.3939196	-1.3315273	-1.4147109	-1.2627362	-1.4185268	-1.3558233	-1.2859342	-1.5317107	-1.35047	-1.3543806	-1.4574315	-1.4096404	-1.6022254	-1.3095832	-1.4840309	-1.4415665	-1.4520566	-1.4940972	-1.483453	-1.2938091	-1.1906515	-1.232962	-1.3109357	-1.1775304	-1.3314832	-1.2201756	-1.2592366	-1.2470282	-1.2779443	-1.3384904	-1.3659894	-1.2719054	-1.1822655	-1.1674534
k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhizobiales.f__Rhizobiaceae.g__Shinella	-1.3733589	-1.4797357	-1.4418282	-0.7086158	-1.30846	-1.3023072	-0.611268	-1.1753112	-0.9273592	0.2969195	-0.8747705	-1.3379224	-1.4460849	-0.7953254	-1.2768054	-0.6850905	-1.3524663	-1.2154683	-0.6871459	-1.3980065	-1.2745261	-1.2404597	-1.5785576	-0.1049177	-1.1755128	-0.68159	-1.2750754	-1.2576732	1.1576195	-0.920325	-1.2992151	-1.6873738	1.9916697	-1.3457614	-1.2201833	-0.7266948	-1.2612432	-1.3037433	-1.1346753	-1.47417	0.3345374	-1.4431439	-1.4632791	-1.6503841	-1.4578206	-1.6595214	-1.3875977	-1.4003463	-1.455677	-1.4567727	-1.5146389	-1.5033599	-1.5329791	-1.55441	-1.3942466	-1.4650755	-1.3718783	-1.3715153	-1.301793	-1.2812935	-1.5681087	-1.4485156	-1.5809037	-1.4765328	-1.550257	-1.4628853	-1.4781177	-1.3968404	-1.4776734	-1.502313	-1.3939196	-1.3315273	-1.4147109	-1.2627362	-1.4185268	-1.3558233	-1.2859342	-1.5317107	-1.35047	-1.3543806	-1.4574315	-1.4096404	-1.6022254	-1.3095832	-1.4840309	-1.4415665	-1.4520566	-1.4940972	-1.483453	-1.2938091	-1.1906515	-1.232962	-1.3109357	-1.1775304	-1.3314832	-1.2201756	-1.2592366	-1.2470282	-1.2779443	-1.3384904	-1.3659894	-1.2719054	-1.1822655	-1.1674534
k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhizobiales.f__Xanthobacteraceae.g__Labrys	-0.68146312	-1.47973567	-1.44182822	-1.40054638	-1.30846003	-0.61038235	-1.3031087	-1.17531117	-0.92735919	-1.08704151	-0.87477051	-1.33792241	-1.44608486	-1.48736912	-1.27680541	-0.68509052	-0.6602745	-1.21546826	-1.37884309	-0.70613897	-0.58242166	-0.54840622	-1.5785576	-1.48984788	-1.17551284	-0.68159001	-0.58381798	-1.2576732	-1.61403844	-1.6123478	-1.29921509	-1.68737376	0.15908823	-1.3457614	-1.22018331	-1.41868298	-1.26124323	-1.30374333	-0.4415281	-1.47417	-1.74398181	-1.44314392	-1.4632791	-1.6503841	-1.45782059	-1.65952137	-1.38759769	-1.40034627	-1.45567698	-1.45677265	-1.51463886	-1.50335995	-0.84065846	-1.55440995	-1.3942466	-1.46507553	-1.37187831	-1.37151528	-1.30179305	-1.28129353	-1.56810868	-1.44851555	-0.19546311	-1.47653276	-1.55025701	-1.46288528	-1.47811769	-1.3968404	-1.47767338	-1.502313	-1.39391961	-1.33152734	-1.41471091	-1.26273621	-1.41852679	-1.35582331	-1.28593422	-1.53171075	-1.35046995	-1.35438055	-1.45743154	-1.40964044	-1.60222542	-1.3095832	-1.48403086	-1.44156652	-1.45205663	-1.49409722	-1.48345299	-1.29380915	-1.19065153	-1.23296201	0.07390431	-1.17753038	-1.33148322	-1.22017556	-0.56752233	-1.2470282	-0.58625775	-1.33849044	-1.36598943	-1.27190544	-1.18226547	-1.16745335
k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhodobacterales.f__Rhodobacteraceae.g__Paracoccus	-1.3733589	-0.7877277	-1.4418282	-1.4005464	-1.30846	-1.3023072	-1.3031087	-1.1753112	-0.9273592	-1.0870415	-0.8747705	-1.3379224	-1.4460849	-1.4873691	-1.2768054	-1.3770746	-1.3524663	-1.2154683	-1.3788431	-1.3980065	-1.2745261	-1.2404597	-1.5785576	-1.4898479	-1.1755128	-1.3733164	-1.2750754	-1.2576732	-1.6140384	-1.6123478	-1.2992151	0.1034648	0.718704	0.4444911	-1.2201833	-1.418683	-1.2612432	-1.3037433	-0.4415281	-1.47417	0.8941532	-1.4431439	-1.4632791	-1.6503841	-1.4578206	-1.6595214	-1.3875977	-1.4003463	-1.455677	-1.4567727	-1.5146389	-1.5033599	-1.5329791	-1.55441	-1.3942466	-1.4650755	-1.3718783	-1.3715153	-1.301793	-1.2812935	-1.5681087	-1.4485156	-1.5809037	-1.4765328	-1.550257	-1.4628853	-1.4781177	-1.3968404	-1.4776734	-1.502313	-1.3939196	-1.3315273	-1.4147109	-1.2627362	-1.4185268	-1.3558233	-1.2859342	-1.5317107	-1.35047	-1.3543806	-1.4574315	-1.4096404	-1.6022254	-1.3095832	-1.4840309	-1.4415665	-1.4520566	-1.4940972	-1.483453	-1.2938091	-1.1906515	-1.232962	-1.3109357	-1.1775304	-1.3314832	-1.2201756	-1.2592366	-1.2470282	-1.2779443	-1.3384904	-1.3659894	-1.2719054	-1.1822655	-1.1674534
k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhodospirillales.f__Rhodospirillaceae.g__	-1.3733589	-1.4797357	-1.4418282	-1.4005464	-1.30846	-1.3023072	-1.3031087	-1.1753112	-0.9273592	-1.0870415	-0.8747705	-1.3379224	-1.4460849	-1.4873691	-1.2768054	-1.3770746	-1.3524663	-1.2154683	-1.3788431	-1.3980065	-1.2745261	-1.2404597	-1.5785576	-1.4898479	-1.1755128	-1.3733164	-1.2750754	-1.2576732	-0.9218221	-1.6123478	-1.2992151	-0.9951475	-1.2272061	-1.3457614	-1.2201833	-0.7266948	-1.2612432	-1.3037433	-0.036063	-1.47417	-1.051757	-1.4431439	-1.4632791	-1.6503841	-1.4578206	-1.6595214	-1.3875977	-1.4003463	-1.455677	-1.4567727	-1.5146389	-1.5033599	-1.5329791	-0.8620085	-1.3942466	-1.4650755	-1.3718783	-1.3715153	-1.301793	-1.2812935	-1.5681087	-1.4485156	-1.5809037	-0.7842005	-1.550257	-1.4628853	-1.4781177	-1.3968404	-1.4776734	-1.502313	-1.3939196	-1.3315273	-1.4147109	-1.2627362	-1.4185268	-1.3558233	-1.2859342	-1.5317107	-1.35047	-1.3543806	-1.4574315	-1.4096404	-1.6022254	-1.3095832	-1.4840309	-1.4415665	-1.4520566	-1.4940972	-1.483453	-1.2938091	-1.1906515	-1.232962	-0.6192429	-1.1775304	-1.3314832	-1.2201756	-1.2592366	-1.2470282	-1.2779443	-1.3384904	-0.6739957	-1.2719054	-1.1822655	-1.1674534
k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rickettsiales.f__.g__	-0.68146312	-1.47973567	-1.44182822	-1.40054638	-0.61650346	-1.30230721	-1.3031087	-1.17531117	-0.92735919	-1.08704151	-0.87477051	-1.33792241	-0.75421893	-0.10217819	0.51352653	-1.37707463	-1.35246633	-1.21546826	-1.37884309	-1.3980065	-0.58242166	-0.54840622	1.82152887	1.14784528	-0.48362984	-0.68159001	-1.27507539	0.53267535	-1.61403844	-0.92032496	-1.29921509	-1.68737376	-1.22720613	-1.3457614	0.16471841	-1.41868298	-0.56954719	0.4863136	0.65708418	-0.08911381	-1.74398181	3.07790936	2.17332844	0.98786033	3.99678348	2.52930807	2.94214417	2.90277339	2.7024299	3.42521477	1.95027482	3.43731855	2.25038399	2.18251398	0.39661825	0.61346172	2.84664731	2.65292191	2.72242117	1.80863172	2.30239999	1.72867862	1.81943991	1.98838822	3.75723267	1.53197766	2.30513824	4.0827052	4.21854209	2.02317053	4.00742725	4.05192335	3.86257845	4.76672342	3.53642913	4.32692595	3.56506047	3.09241397	3.41924224	3.48098344	4.55783473	2.97143324	4.12717487	2.02152557	2.34376736	2.71650861	3.28331114	3.1684772	2.76416921	2.65647459	-1.19065153	-1.23296201	-1.31093567	-1.17753038	0.45890927	1.08029277	-1.25923655	-1.2470282	0.10688943	0.45159503	-1.36598943	-0.58035591	-0.49061232	-1.16745335
k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rickettsiales.f__Rickettsiaceae.g__Wolbachia	-1.37335889	-1.47973567	-1.44182822	-1.40054638	-1.30846003	-1.30230721	-1.3031087	-1.17531117	-0.92735919	-1.08704151	-0.87477051	-1.33792241	-1.44608486	-1.48736912	-1.27680541	-1.37707463	-1.35246633	-1.21546826	-1.37884309	-1.3980065	-1.27452605	-1.24045973	-1.5785576	-1.48984788	-1.17551284	-1.37331639	-1.27507539	-1.2576732	-1.61403844	-1.6123478	-1.29921509	-1.68737376	-1.91945101	-1.3457614	-1.22018331	-1.41868298	-1.26124323	-1.30374333	-1.82694964	-1.47417	-1.74398181	-1.44314392	-1.4632791	-1.6503841	-1.45782059	-0.96719949	-1.38759769	-1.40034627	-1.45567698	-1.45677265	-1.51463886	-0.11802951	1.35656612	-1.55440995	1.78291261	0.32577965	-1.37187831	-1.37151528	-1.30179305	-1.28129353	-1.56810868	-1.44851555	-1.58090365	-1.47653276	-1.55025701	-1.46288528	-1.47811769	-1.3968404	-1.47767338	-1.502313	-0.00895577	-1.33152734	-1.41471091	-0.57081465	0.66004362	-1.35582331	-1.28593422	-1.53171075	-1.35046995	0.03099589	-1.45743154	-0.02429903	0.69966018	-1.3095832	-1.48403086	-0.7492273	-1.45205663	-1.49409722	-0.79117885	-1.29380915	-1.19065153	-1.23296201	-1.31093567	-1.17753038	-1.33148322	-1.22017556	-1.25923655	-1.2470282	-1.27794426	-1.33849044	-1.36598943	-1.27190544	-1.18226547	-1.16745335
